HENRIQUE,BRAZIL,30,83
K. GLIK,POLAND,25,83
R. PEREYRA,ARGENTINA,22,83
IBAGAZA,ARGENTINA,36,83
S. FLETCHER,SCOTLAND,26,83
MUNTARI,GHANA,29,83
DOMIZZI,ITALY,33,83
ELDERSON,NIGERIA,25,83
C. RODRÍGUEZ,URUGUAY,28,83
EBRAHIMI,IRAN,26,83
CASTELEN,NETHERLANDS,30,83
EL-ARABI,MOROCCO,26,83
G. RAMÍREZ,URUGUAY,22,83
DIAKITÉ,FRANCE,26,83
F. ORELLANA,CHILE,27,83
PARDO,SPAIN,20,83
LURLING,NETHERLANDS,36,83
H. BARCOS,ARGENTINA,29,83
MUSAEV,UZBEKISTAN,24,83
TABANOU,FRANCE,24,83
BIZZARRI,ARGENTINA,35,83
GÖKHAN ZAN,TURKEY,32,83
CÉSAR PEIXOTO,PORTUGAL,33,83
SUGENO,JAPAN,29,83
S. COATES,URUGUAY,22,83
BOLATTI,ARGENTINA,28,83
TRÉMOULINAS,FRANCE,27,83
S. CAMARA,SENEGAL,30,83
C. TELLO,SPAIN,22,83
OSMAN,ENGLAND,32,83
JANUZAJ,BELGIUM,18,83
DOUGLAS COSTA,BRAZIL,23,83
MUTU,ROMANIA,34,83
TURNER,ENGLAND,29,83
BAINES,ENGLAND,28,83
RENATO,BRAZIL,34,83
M'BENGUE,SENEGAL,25,83
WELIGTON,BRAZIL,34,83
DE BRUYNE,BELGIUM,22,83
LEO,BRAZIL,21,83
LULIĆ,BOSNIA AND HERZEGOVINA,27,83
FILIPE,BRAZIL,28,83
MOUHAMADOU DABO,FRANCE,26,83
KOVAČIĆ,CROATIA,19,83
RAMIRES,BRAZIL,26,83
ALDERWEIRELD,BELGIUM,24,83
ZÉBINA,FRANCE,35,83
CHAMAKH,MOROCCO,29,83
BONAVENTURA,ITALY,24,83
NENÊ,BRAZIL,30,83
DIEGO CASTRO,SPAIN,31,83
CASEMIRO,BRAZIL,21,83
PELLÈ,ITALY,28,83
LAZZARI,ITALY,28,82
MUSACCHIO,ARGENTINA,23,82
J. P. BOËTIUS,NETHERLANDS,19,82
PIATTI,ARGENTINA,24,82
VERETOUT,FRANCE,20,82
BRAATEN,NORWAY,31,82
BASSONG,CAMEROON,27,82
L. RIGONI,ITALY,28,82
CABRAL,NETHERLANDS,22,82
PRÖDL,AUSTRIA,26,82
ELIAS,BRAZIL,28,82
D. DIAZ,ARGENTINA,34,82
KI SUNG YUENG,SOUTH KOREA,24,82
RUBÉN CASTRO,SPAIN,32,82
TOURÉ,MALI,21,82
LUCI,ITALY,28,82
PAREJO,SPAIN,24,82
DE RIDDER,NETHERLANDS,29,82
S. OGNENOVSKI,AUSTRALIA,34,82
HOSNI,EGYPT,28,82
ADRIÁN,SPAIN,25,82
K. PAPADOPOULOS,GREECE,21,82
TAKAHAGI,JAPAN,27,82
D. MATIĆ,CROATIA,33,82
ISAKSSON,SWEDEN,31,82
ABIDAL,FRANCE,34,82
HÉLDON,CAPE VERDE,24,82
JONÁS GUTIÉRREZ,ARGENTINA,30,82
J. THOMAS,ENGLAND,30,82
SCHÄR,SWITZERLAND,21,82
F. MONDRAGON,COLOMBIA,42,82
VOLKAN DEMİREL,TURKEY,31,82
CABRAL,ARGENTINA,27,82
JANKOVIĆ,SERBIA,29,82
UMUT BULUT,TURKEY,30,82
PEDRO MOSQUERA,SPAIN,25,82
ABATE,ITALY,26,82
A. AMAYA,SPAIN,30,82
SAU,ITALY,25,82
TAINIO,FINLAND,33,82
G. KONDOGBIA,FRANCE,20,82
GAMEIRO,FRANCE,26,82
M. DÍAZ,CHILE,26,82
DANIC,FRANCE,31,82
JEAN,BRAZIL,27,82
PAULÃO,BRAZIL,31,82
AIRTON,BRAZIL,23,82
F. GUTIÉRREZ,CHILE,22,82
GRANQVIST,SWEDEN,28,82
SON HEUNG MIN,SOUTH KOREA,21,82
MORALES,CHILE,28,82
SEMİH KAYA,TURKEY,22,82
CUENCA,SPAIN,22,82
DE MARCOS,SPAIN,24,82
SISSOKO,MALI,28,82
JAVI FUEGO,SPAIN,29,82
MALAFEEV,RUSSIA,34,82
M. CABRERA,URUGUAY,27,82
FORSTER,ENGLAND,25,82
IVANSCHITZ,AUSTRIA,29,82
LICÁ,PORTUGAL,25,82
LODEIRO,URUGUAY,24,82
BALZARETTI,ITALY,31,82
BONERA,ITALY,32,82
WILLIAMSON,ENGLAND,29,82
TIAGO RODRIGUES,PORTUGAL,21,82
FEDE,ARGENTINA,20,82
HILTON,BRAZIL,36,82
PARK JI SUNG,SOUTH KOREA,32,82
KIRÁLY,HUNGARY,37,82
BACCA,COLOMBIA,27,82
TAMAŞ,ROMANIA,29,82
I. SCOCCO,ARGENTINA,28,82
OLSSON,SWEDEN,30,82
JAGIELKA,ENGLAND,31,82
RODWELL,ENGLAND,22,82
GRECO,ITALY,27,82
AZPILICUETA,SPAIN,24,82
TOPRAK,TURKEY,24,82
OLAVE,ARGENTINA,37,82
CALAIO,ITALY,31,82
RAFAEL CABRAL,BRAZIL,23,82
ANNAN,GHANA,27,82
AMAURI,ITALY,33,82
J. CAMPBELL,COSTA RICA,21,82
NEKOUNAM,IRAN,33,82
BIAVA,ITALY,36,82
AL MONTASHARI,SAUDI ARABIA,31,82
KÄLLSTRÖM,SWEDEN,31,82
CARRILLO D.,PERU,22,82
V. ABOUBAKAR,CAMEROON,21,82
MATIAS DELGADO,ARGENTINA,30,82
ALEXIS,SPAIN,28,82
EL AHMADI,MOROCCO,28,82
C. COLE,ENGLAND,29,82
Á. VADILLO,SPAIN,19,82
FELIPE,BRAZIL,29,82
NEUSTÄDTER,GERMANY,25,82
RIDGEWELL,ENGLAND,29,82
DJIBRIL CISSÉ,FRANCE,32,82
SPOLLI,ARGENTINA,30,82
IÑIGO PÉREZ,SPAIN,25,82
JONATHAN,MEXICO,23,82
T. SANA,SWEDEN,24,82
G. BURDISSO,ARGENTINA,25,82
FERRI,FRANCE,21,82
J. AQUINO,MEXICO,23,82
ATSU,GHANA,21,82
PITI,SPAIN,32,82
MAGNANELLI,ITALY,28,82
LUCAS LEIVA,BRAZIL,26,82
BEN HAIM,ISRAEL,31,82
ROUTLEDGE,ENGLAND,28,82
ANTONSSON,SWEDEN,32,82
ARMAND,FRANCE,33,82
RETO ZIEGLER,SWITZERLAND,27,82
GERA,HUNGARY,34,82
G. MONTOYA,ARGENTINA,30,82
SAÚL ÑÍGUEZ,SPAIN,18,82
SAJA,ARGENTINA,34,82
ŻYRO,POLAND,21,82
FELIPE,BRAZIL,36,82
BEREZUTSKIY V.,RUSSIA,31,82
F. DELLA ROCCA,ITALY,26,82
BELLUSCI,ITALY,24,82
JÄÄSKELÄINEN,FINLAND,38,82
G. RODRÍGUEZ,URUGUAY,29,82
BEDIMO,CAMEROON,29,82
KERZHAKOV,RUSSIA,30,82
BORGES,BRAZIL,32,82
CACIA,ITALY,30,82
GNABRY,GERMANY,18,82
ANDERSON,BRAZIL,25,82
N. MENDY,FRANCE,21,82
RIVIÈRE,FRANCE,23,82
M. B. SALL,SENEGAL,27,82
JUAN CARLOS,SPAIN,23,82
W. CARVALHO,PORTUGAL,21,82
L. CASTRO,ARGENTINA,24,82
CRAIG DAWSON,ENGLAND,23,82
LUCAS PÉREZ,SPAIN,25,82
FLAMINI,FRANCE,29,82
S. IBARBO,COLOMBIA,23,82
M. CÁCERES,URUGUAY,26,82
C. ARÁNGUIZ,CHILE,24,82
LUAN,BRAZIL,25,82
JO. DE GUZMÁN,NETHERLANDS,26,82
ALEX MORAES,BRAZIL,25,82
BRITTON,ENGLAND,31,82
ABOUTRAIKA,EGYPT,34,82
PEREA,COLOMBIA,34,82
FOSTER,ENGLAND,30,82
KWAK TAE HWI,SOUTH KOREA,32,82
ISSIAR DIA,SENEGAL,26,82
PINILLA,CHILE,29,82
KAKUTA,FRANCE,22,82
MARTENS,BELGIUM,29,82
J. PUNCHEON,ENGLAND,27,82
SESSEGNON,BENIN,29,82
RÚBEN MICAEL,PORTUGAL,27,82
DANNY,PORTUGAL,30,82
N. OLMEDO,ARGENTINA,30,82
BRIENZA,ITALY,34,82
SMALLING,ENGLAND,23,82
Y. MOKHTAR,MOROCCO,22,82
BUENO,URUGUAY,33,82
DÉAUX,FRANCE,24,82
WOLLSCHEID,GERMANY,24,82
SELÇUK İNAN,TURKEY,28,82
ALESSANDRO,BRAZIL,34,82
NOLITO,SPAIN,26,82
DIEGO TARDELLI,BRAZIL,28,82
P. GOLTZ,ARGENTINA,28,82
YÉPES,COLOMBIA,37,82
SOKRATIS,GREECE,25,82
UCHE,NIGERIA,29,82
AL QAHTANI,SAUDI ARABIA,30,82
YOHANN PELÉ,FRANCE,30,82
ROBERTO,SPAIN,27,82
VERCOUTRE,FRANCE,33,82
TOIVONEN,SWEDEN,27,82
NIANG,FRANCE,18,82
I. LOPEZ,SPAIN,31,82
SERGIO SÁNCHEZ,SPAIN,27,82
G. SIGURÐSSON,ICELAND,24,82
STENDARDO,ITALY,32,82
WESLEY,BRAZIL,32,82
DIGNE,FRANCE,20,82
NOONE,ENGLAND,25,82
CARLOS ARAUJO,ARGENTINA,31,82
ALIADIERE,FRANCE,30,82
RYAZANTSEV,RUSSIA,27,82
EGEMEN KORKMAZ,TURKEY,30,82
HÉLDER,BRAZIL,29,82
WHELAN,IRELAND,29,82
SAMUEL,TRINIDAD AND TOBAGO,32,82
GYAN,GHANA,27,82
A. RAMÍREZ,COLOMBIA,32,82
GYAN,GHANA,27,82
SQUILLACI,FRANCE,33,82
L. ALBERTO,SPAIN,21,82
PELUSO,ITALY,29,82
ARANZUBIA,SPAIN,34,82
COLOTTO,ARGENTINA,32,82
SNODGRASS,SCOTLAND,26,82
HOOLAHAN,IRELAND,31,82
PERQUIS,POLAND,29,82
VICENTE GUAITA,SPAIN,26,82
SERGIO ASENJO,SPAIN,24,82
Ó. USTARI,ARGENTINA,27,82
RAFAEL MARQUES,BRAZIL,30,82
F. RICO,SPAIN,26,82
CANALES,SPAIN,22,82
SULEJMANI,SERBIA,24,82
DIEGO MATEO,ARGENTINA,35,82
JOHANSEN,NORWAY,22,82
GRANERO,SPAIN,26,82
YANGA MBIWA,FRANCE,24,82
SUBAIT KHATER,UAE,33,82
IBORRA,SPAIN,25,82
CHIOTIS,GREECE,36,82
BOTÍA,SPAIN,24,82
ABDOULAYE,SENEGAL,22,82
R. KRUSE,AUSTRALIA,24,82
NOUNKEU,CAMEROON,27,82
A. SANTOS,PORTUGAL,24,82
CAMACHO,SPAIN,23,82
MATILLA,SPAIN,25,82
SIVOK,CZECH REPUBLIC,30,82
GOUFFRAN,FRANCE,27,82
WHITTINGHAM,ENGLAND,29,82
C. ERBES,ARGENTINA,23,82
HOLTBY,GERMANY,23,82
SABRİ SARIOĞLU,TURKEY,29,82
M. RICO,SPAIN,28,82
LACEN,ALGERIA,29,82
ENZA YAMISSI,CENTRAL AFRICAN REP.,30,82
PISCULICHI,ARGENTINA,29,82
JAMES MORRISON,SCOTLAND,27,82
MARIO SUÁREZ,SPAIN,26,82
RABIOT,FRANCE,18,82
J. MOSQUERA,COLOMBIA,30,82
CARRIZO,ARGENTINA,29,82
DOUCHEZ,FRANCE,33,82
MOYÀ,SPAIN,29,82
NINIS,GREECE,23,82
LUKAKU,BELGIUM,20,82
E. VECCHIO,ARGENTINA,24,82
R. MORRISON,ENGLAND,20,82
ALONEFTIS,CYPRUS,30,82
PEJČINOVIĆ,SERBIA,25,82
BIRSA,SLOVENIA,27,82
DIDOT,FRANCE,30,82
DIRAR,MOROCCO,27,82
EYSSERIC,FRANCE,21,82
CLERC,FRANCE,30,82
TROCHOWSKI,GERMANY,29,82
ABE,JAPAN,32,82
C. ÁLVAREZ,ARGENTINA,27,82
ITURBE,ARGENTINA,20,82
BOUGHERRA,ALGERIA,30,82
KJAER,DENMARK,24,82
FELIPE MENEZES,BRAZIL,25,82
J. MUÑOZ,CHILE,26,82
OBBADI,MOROCCO,30,82
JOSUÉ,BRAZIL,34,82
KHEDIRA,GERMANY,26,82
MANU DEL MORAL,SPAIN,29,82
HAYDAROV,UZBEKISTAN,28,82
WENDEL,BRAZIL,31,82
ASSOU EKOTTO,CAMEROON,29,82
J. GUDMUNDSSON,ICELAND,22,82
DAUDA,GHANA,28,82
BADSTUBER,GERMANY,24,82
BARKLEY,ENGLAND,19,82
PAULO BAIER,BRAZIL,38,82
UMESAKI,JAPAN,26,82
JAVI GUERRA,SPAIN,31,82
DOSSENA,ITALY,32,82
RUBINHO,BRAZIL,31,82
SIMÃO,PORTUGAL,33,82
CORGNET,FRANCE,26,82
TIOTÉ,CÔTE D'IVOIRE,27,82
HENRIQUE,BRAZIL,26,82
WILLIAN,BRAZIL,26,82
KOLODZIEJCZAK,FRANCE,22,82
SMELTZ,NEW ZEALAND,32,82
BŁASZCZYKOWSKI,POLAND,27,82
ALBRIGHTON,ENGLAND,23,82
B. BASAÇIKOGLU,TURKEY,18,82
GOMIS,FRANCE,28,82
CÍCERO SANTOS,BRAZIL,29,82
BENDTNER,DENMARK,25,82
F. COPPOLA,ITALY,35,82
JOURDREN,FRANCE,27,82
SOMMER,SWITZERLAND,24,82
TREMMEL,GERMANY,34,82
REYNET,FRANCE,22,82
SCIORILLI,ARGENTINA,24,82
STERLING,ENGLAND,18,82
ESSIEN,GHANA,30,82
CIEL,BRAZIL,31,81
FABIANO,BRAZIL,25,81
FELIPE,BRAZIL,29,81
A. TOWNSEND,ENGLAND,22,81
HOLT,ENGLAND,32,81
TYMOSHCHUK,UKRAINE,34,81
VÍCTOR RUIZ,SPAIN,24,81
PEREIRA,FRANCE,25,81
BARTHELME,FRANCE,25,81
SCHIEMER,AUSTRIA,27,81
JAVI VARAS,SPAIN,31,81
KEKO,SPAIN,21,81
DJILOBODJI,SENEGAL,24,81
BOILESEN,DENMARK,21,81
IRELAND,IRELAND,27,81
SERCAN SARARER,TURKEY,23,81
JORDI FIGUERAS,SPAIN,26,81
C. SANTIN,BRAZIL,32,81
AMBROSINI,ITALY,36,81
GRADEL,CÔTE D'IVOIRE,25,81
I. GUÈYE,SENEGAL,24,81
MAURÍCIO,BRAZIL,25,81
VYNTRA,GREECE,32,81
VEJINOVIĆ,NETHERLANDS,23,81
PIZZI,PORTUGAL,23,81
A. BAČINOVIČ,SLOVENIA,23,81
J. MCCARTHY,IRELAND,22,81
MONTILLO,ARGENTINA,29,81
FERNANDO,BRAZIL,21,81
HERRERA,MEXICO,23,81
DIOGO,BRAZIL,26,81
UCHIDA,JAPAN,25,81
ROSATI,ITALY,30,81
SØRENSEN,DENMARK,37,81
DE SCIGLIO,ITALY,20,81
RODRIGO TABATA,BRAZIL,32,81
LUIZ ALBERTO,BRAZIL,35,81
BÉRIA,FRANCE,30,81
RASPENTINO,FRANCE,24,81
R. IBARRA,ECUADOR,23,81
DEIVID,BRAZIL,33,81
A. MIERZEJEWSKI,POLAND,26,81
F. KOSTIĆ,SERBIA,20,81
ZABALETA,ARGENTINA,28,81
A. KONÉ,CÔTE D'IVOIRE,29,81
KONE,GREECE,26,81
IVAN IVANOV,BULGARIA,25,81
A. LUCARELLI,ITALY,36,81
TREJO,ARGENTINA,25,81
K. SIGTHÓRSSON,ICELAND,23,81
ERNANDO,BRAZIL,25,81
ADILSON,BRAZIL,37,81
P. GUIÑAZÚ,ARGENTINA,35,81
A. FERNÁNDEZ,ARGENTINA,27,81
SILBERBAUER,DENMARK,32,81
IRAIZOZ,SPAIN,32,81
IBRAHIM SALAH,EGYPT,26,81
DIEGO CAVALIERI,BRAZIL,30,81
BOAZ MYHILL,WALES,30,81
RYAN,AUSTRALIA,21,81
FOFANA,FRANCE,22,81
KRSTIČIĆ,SERBIA,23,81
GUM,BRAZIL,27,81
VUKIC,SERBIA,34,81
LUCAS MENDES,BRAZIL,23,81
GERSON MAGRAÕ,BRAZIL,28,81
BAYSSE,FRANCE,25,81
D. NAVARRO,SPAIN,33,81
C. BERRA,SCOTLAND,28,81
CHANTÔME,FRANCE,26,81
NEILL,AUSTRALIA,35,81
VRSALJKO,CROATIA,21,81
KIM BO KYUNG,SOUTH KOREA,23,81
A. BEDOYA,UNITED STATES,26,81
JÔ,BRAZIL,26,81
EBOUÉ,CÔTE D'IVOIRE,30,81
VAN DER HOORN,NETHERLANDS,20,81
M. LANZINI,ARGENTINA,20,81
VICTOR SIMÕES,BRAZIL,32,81
FELLIPE BASTOS,BRAZIL,23,81
PIED,FRANCE,24,81
MARVEAUX,FRANCE,27,81
CHARLES,BRAZIL,28,81
S. ROBERTO,SPAIN,21,81
SINCLAIR,ENGLAND,24,81
J. RODRIGUEZ,ENGLAND,24,81
BANNAN,SCOTLAND,23,81
BOERRIGTER,NETHERLANDS,26,81
ENINHO,BRAZIL,32,81
MSAKNI,TUNISIA,22,81
ROBERTO,SPAIN,34,81
KIERAN GIBBS,ENGLAND,24,81
I. VÁSQUEZ,CHILE,28,81
R. VAN RHIJN,NETHERLANDS,22,81
DYER,ENGLAND,25,81
AURTENETXE,SPAIN,21,81
GORKA E.,SPAIN,26,81
BELLAMY,WALES,34,81
CATHERINE,FRANCE,23,81
M. SISSOKO,FRANCE,24,81
I. MARCANO,SPAIN,26,81
KOMBAROV D,RUSSIA,26,81
ILSINHO,BRAZIL,27,81
N. CABRERA,ARGENTINA,29,81
O. HILJEMARK,SWEDEN,21,81
R. MIYAICHI,JAPAN,20,81
L. NIELSEN,DENMARK,25,81
PAULO VICTOR,BRAZIL,26,81
BOYE,GHANA,26,81
PADELLI,ITALY,27,81
RÉVER,BRAZIL,28,81
SERTIC,FRANCE,24,81
P. PÉREZ,ARGENTINA,28,81
Ó. GONZÁLEZ,SPAIN,30,81
BARRETO,BRAZIL,28,81
FILIP DJURIČIĆ,SERBIA,21,81
HIBBERT,ENGLAND,32,81
DOWNING,ENGLAND,29,81
CETTO,ARGENTINA,31,81
RUBEN AMORIM,PORTUGAL,28,81
BRKIĆ,SERBIA,27,81
BEN ACHOUR,TUNISIA,32,81
CLAITON,BRAZIL,29,81
SIDWELL,ENGLAND,30,81
KOSECKI,POLAND,23,81
HUDSON,ENGLAND,31,81
S. TAÏDER,ALGERIA,21,81
J. HENDERSON,ENGLAND,23,81
CHEDJOU,CAMEROON,28,81
BOTTEGHIN,BRAZIL,26,81
F. GHOULAM,ALGERIA,22,81
SAIVET,FRANCE,22,81
BENALOUANE,TUNISIA,26,81
B. STAMBOULI,FRANCE,23,81
SUNZU,ZAMBIA,24,81
ANGELERI,ARGENTINA,30,81
ZAŁUSKA,POLAND,31,81
KHUNE,SOUTH AFRICA,26,81
D. MANSO,ARGENTINA,34,81
FLORO FLORES,ITALY,30,81
ALHADHUR,THE COMOROS,21,81
RADOVANOVIĆ,SERBIA,25,81
L. DE JONG,NETHERLANDS,23,81
P. VITTI,ARGENTINA,28,81
JEISON MURILLO,COLOMBIA,21,81
FERNANDINHO,BRAZIL,27,81
FERNANDINHO,BRAZIL,28,81
M. ICARDI,ARGENTINA,20,81
CANER ERKİN,TURKEY,24,81
M. VAN GINKEL,NETHERLANDS,20,81
EDERSON,BRAZIL,24,81
D'AMBROSIO,ITALY,25,81
LALLANA,ENGLAND,25,81
SESTU,ITALY,30,81
HARPER,ENGLAND,38,81
J. WALTERS,IRELAND,30,81
MAVRIAS,GREECE,19,81
S. EGUREN,URUGUAY,32,81
MITROVIĆ,SERBIA,19,81
ANDRÉ SANTOS,BRAZIL,30,81
MICHU,SPAIN,27,81
MARIAPPA,JAMAICA,26,81
D. BENITEZ,SPAIN,26,81
LAXALT,URUGUAY,20,81
GARCE,ARGENTINA,34,81
BURKE,SCOTLAND,29,81
BANGOURA,GUINEA,28,81
BUONANOTTE,ARGENTINA,25,81
V. FISCHER,DENMARK,19,81
G. HAUCHE,ARGENTINA,26,81
GABBIDON,WALES,34,81
OBLAK,SLOVENIA,20,81
COMMONS,SCOTLAND,30,81
FABIANSKI,POLAND,28,81
L. OCAMPOS,ARGENTINA,19,81
ISSA CISSOKHO,SENEGAL,28,81
CANI,SPAIN,32,81
WRIGHT,ENGLAND,35,81
PADOIN,ITALY,29,81
BETO,PORTUGAL,31,81
RAFAEL,BRAZIL,31,81
MARVEAUX,FRANCE,31,81
MATAVŽ,SLOVENIA,24,81
C. RAMOS,PERU,24,81
JÚLIO BAPTISTA,BRAZIL,32,81
C. D. PÉREZ,ARGENTINA,27,81
JEFFERSON,BRAZIL,25,81
INSAURRALDE,ARGENTINA,28,81
R. NANNI,ARGENTINA,32,81
MARCELO MATTOS,BRAZIL,29,81
RHODOLFO,BRAZIL,27,81
AL DOSSARY,SAUDI ARABIA,26,81
CRISCITO,ITALY,26,81
MAXI PEREIRA,URUGUAY,29,81
SCHELOTTO,ITALY,24,81
CARLOS EDUARDO,BRAZIL,23,81
A. NYOM,CAMEROON,25,81
A. BERTOLACCI,ITALY,22,81
VÍTOR,BRAZIL,31,81
BOYATA,BELGIUM,22,81
SALPINGIDIS,GREECE,32,81
BRIGHI,ITALY,32,81
FER,NETHERLANDS,23,81
ROMAN EREMENKO,FINLAND,26,81
PROTO,BELGIUM,30,81
HOARAU,FRANCE,29,81
ARTUR,BRAZIL,32,81
KIM YONG DAE,SOUTH KOREA,33,81
RYAN,AUSTRALIA,21,81
MOSES,NIGERIA,22,81
B. CARRASCO,CHILE,22,81
ENRIQUE SOLA,SPAIN,27,81
RINAUDO,ITALY,30,81
SCHMELZER,GERMANY,25,81
PELÉ,PORTUGAL,26,81
ROSI,ITALY,26,81
JÚLIO CÉSAR,BRAZIL,31,81
ANDRÉ LUIZ,BRAZIL,33,81
MAURI,ITALY,33,81
CLEMENT,FRANCE,29,81
R. CHIBSAH,GHANA,20,81
MARQUINHOS,BRAZIL,19,81
ODEMWINGIE,NIGERIA,32,81
VITOLO,SPAIN,23,81
ANANIA,ITALY,33,81
R. DÍAZ,ARGENTINA,32,81
LAMBERT,ENGLAND,31,81
YEKTA KURTULUŞ,TURKEY,27,81
AURIER,CÔTE D'IVOIRE,20,81
WALLACE,BRAZIL,25,81
TAISON,BRAZIL,25,81
L. OLÍMPIO,BRAZIL,31,81
AMEOBI,NIGERIA,31,81
JÚLIO CÉSAR,BRAZIL,33,81
DAGOBERTO,BRAZIL,30,81
CANA,ALBANIA,30,81
LEONARDO,BRAZIL,30,81
HENNESSEY,WALES,26,81
CATERMOLE,ENGLAND,25,81
ARMENTEROS,ARGENTINA,27,81
PASANEN,FINLAND,33,81
PRÖPPER,NETHERLANDS,22,81
ACHEAMPONG,GHANA,19,81
G. HOOPER,ENGLAND,25,81
HUBOČAN,SLOVAKIA,28,81
KRASIĆ,SERBIA,28,81
EL NENNY,EGYPT,21,81
SAMEDOV,RUSSIA,29,81
CASSANI,ITALY,30,81
S. VERGINI,ARGENTINA,25,81
NERY CASTILLO,MEXICO,29,81
SUSO,SPAIN,19,81
SANSONE,ITALY,26,81
SHIROKOV,RUSSIA,32,81
RUBÉN GARCÍA,SPAIN,20,81
DE LAS CUEVAS,SPAIN,27,81
CLAUDEMIR,BRAZIL,25,81
BRADY,IRELAND,21,81
WEBER,FRANCE,26,81
L. ANDERSEN,DENMARK,19,81
HAKAN BALTA,TURKEY,30,81
ATIK,FRANCE,29,81
BJELLAND,DENMARK,25,81
BRUNO RODRIGO,BRAZIL,28,81
DORRANS,SCOTLAND,26,81
P. ÁLVAREZ,ARGENTINA,29,81
HUDDLESTONE,ENGLAND,26,81
S. ANDERSEN,DENMARK,31,81
L. REYES,CHILE,22,81
A. DA COSTA,BRAZIL,29,81
MARCELO,BRAZIL,28,81
ANDY CARROLL,ENGLAND,24,81
MARKOVIĆ,SERBIA,19,81
ALAIN TRAORÉ,BURKINA FASO,24,81
MÍCHEL,SPAIN,27,81
PEREIRA,BRAZIL,34,81
W. BROWN,ENGLAND,33,81
MAYUKA,ZAMBIA,22,81
JOÃO PEREIRA,PORTUGAL,29,81
MCMANUS,SCOTLAND,31,81
SANSONE,ITALY,21,81
AOYAMA,JAPAN,27,81
OMAR,SPAIN,25,81
AL FRAIDI,SAUDI ARABIA,25,81
FUCILE,URUGUAY,28,81
MATHIEU,FRANCE,29,81
R. HAMOUMA,FRANCE,26,81
A. MUSA,NIGERIA,20,81
PAULO HENRIQUE,BRAZIL,30,81
Á. GÁLVEZ,SPAIN,24,81
NESTEROV,UZBEKISTAN,30,81
VÍTOR,PORTUGAL,29,81
V. BYSTROV,RUSSIA,29,81
MENDES,CAPE VERDE,23,81
J. WILLIAMS,WALES,19,81
I. LICHNOVSKY,CHILE,19,81
GENEVOIS,HAITI,25,81
PINTO,GERMANY,32,81
L. GALEANO,ARGENTINA,22,81
R. CARVALHO,PORTUGAL,35,81
BALMONT,FRANCE,33,81
CLASIE,NETHERLANDS,22,81
KATSOURANIS,GREECE,34,81
MARCOS ROJO,ARGENTINA,23,81
LUCCHINI,ITALY,32,81
PAULÃO,BRAZIL,27,81
LE TALLEC,FRANCE,28,81
VERTONGHEN,BELGIUM,26,81
RAFAEL SÓBIS,BRAZIL,28,81
I. MARTÍNEZ,SPAIN,22,81
SUBAŠIĆ,CROATIA,28,81
ALESSANDRINI,FRANCE,24,81
FABIO,BRAZIL,33,81
GERMÁN RÉ,ARGENTINA,31,81
PELLEGRINO,ARGENTINA,33,81
RING,FINLAND,22,81
MIROSEVIC,CHILE,33,81
NONO,SPAIN,20,81
HÉLDER BARBOSA,PORTUGAL,26,81
M. OLIVI,ARGENTINA,30,81
FABINHO,BRAZIL,19,81
J. PEREIRA,SPAIN,26,81
RODALLEGA,COLOMBIA,28,81
PASQUAL,ITALY,31,81
B. ANGULO,COLOMBIA,23,81
KADLEC,CZECH REPUBLIC,28,81
MARIÑO,PERU,31,81
DURANTE,NEW ZEALAND,31,81
VICTORINO,URUGUAY,30,81
ESCUDERO,ARGENTINA,26,81
GABBIADINI,ITALY,21,81
VELTHUIZEN,NETHERLANDS,26,81
CROUCH,ENGLAND,32,81
PUKKI,FINLAND,23,81
LEANDRO,BRAZIL,20,81
RIISE,NORWAY,33,81
SYLLA,FRANCE,22,81
ARBELOA,SPAIN,30,81
ÉDER,BRAZIL,26,81
B. ECUELE MANGA,GABON,25,81
DANILO,BRAZIL,22,81
OTA,JAPAN,30,81
KONRADSEN,NORWAY,23,81
DENTINHO,BRAZIL,24,81
TRASHORRAS,SPAIN,32,81
JOÃO FILIPE,BRAZIL,25,81
RYBUS,POLAND,24,81
CASILLA,SPAIN,26,81
DEJAGAH,IRAN,27,81
PUGGIONI,ITALY,32,81
M. PAULO,BRAZIL,25,81
GIDEÃO,BRAZIL,25,81
TĂNASE,ROMANIA,26,81
ANDRÉ ANDRÉ,PORTUGAL,24,81
CACCIATORE,ITALY,26,81
J. VIERA,SPAIN,23,81
PAULINHO,BRAZIL,25,81
ALVARO PEREIRA,URUGUAY,27,81
HETEMAJ,FINLAND,26,81
J. MOLINA,SPAIN,31,81
TYTON,POLAND,26,81
HADOUIR,NETHERLANDS,31,81
DO PRADO,BRAZIL,31,81
ITANDJE,CAMEROON,30,81
AMBROSE,NIGERIA,24,81
CARANTA,ARGENTINA,35,81
BOSCHKER,NETHERLANDS,42,81
MELIKSON,ISRAEL,28,81
L. ORBÁN,ARGENTINA,24,81
L. LÓPEZ,ARGENTINA,24,81
A. CIRIGLIANO,ARGENTINA,21,81
ANDRÉ POKO,GABON,20,81
CORRÊA,BRAZIL,32,81
MIKEL GONZÁLEZ,SPAIN,28,81
GILBERTO SILVA,BRAZIL,36,81
SAMMIR,CROATIA,26,81
ALEX SANDRO,BRAZIL,22,81
DIAGNE FAYE,SENEGAL,35,81
ARZE,BOLIVIA,27,81
ARRIBAS,SPAIN,24,81
MURRU,ITALY,18,81
SCHÖNE,DENMARK,27,81
DAINELLI,ITALY,34,81
